resource,status,case_id,timestamp,activity
Page,viewed,67239,25/02/21 09:28, Data Analytics Introduction slides
Page,viewed,50496,25/02/21 09:26, Case study Data Analytics
Page,viewed,52798,25/02/21 09:25, Case study Data Analytics
Page,viewed,52798,25/02/21 09:24, JIGSAW Machine Learning
Page,viewed,52798,25/02/21 09:23, Case study Data Analytics
Page,viewed,49695,25/02/21 09:20, JIGSAW Machine Learning
URL,viewed,58743,25/02/21 09:19, Lab 3 - Data Integration - mindmap
Page,viewed,28095,25/02/21 09:19, JIGSAW Machine Learning
H5P,viewed,58743,25/02/21 09:19, Lab 3 - Data Integration
Page,viewed,28095,25/02/21 09:19, Case study Data Analytics
URL,viewed,58743,25/02/21 09:19, Lab 2 - Data Integration - mindmap
System,completed,28095,25/02/21 09:19, Data Analytics Introduction slides
Page,viewed,28095,25/02/21 09:19, Data Analytics Introduction slides
URL,viewed,28095,25/02/21 09:19,  Netbeans Java EE
URL,viewed,28095,25/02/21 09:18, Pentaho Data Integration tool
Page,viewed,28095,25/02/21 09:18, Case study Data Analytics
H5P,viewed,58743,25/02/21 09:18, Lab 1 - Data Integration
URL,viewed,58743,25/02/21 09:18, Lab 1 - Data Integration - mindmap
System,completed,28095,25/02/21 09:18, Data Analytics Introduction
Page,viewed,28056,25/02/21 09:18, Data Analytics Introduction slides
H5P,viewed,28056,25/02/21 09:18, Data Analytics Introduction
Page,viewed,58769,25/02/21 09:16, JIGSAW Machine Learning
Page,viewed,58769,25/02/21 09:16, Case study Data Analytics
System,completed,67256,25/02/21 09:09, Test Safe Exam Browser
URL,viewed,50730,25/02/21 09:07, Weka Machine Learning tool
Page,viewed,52798,25/02/21 09:07, Case study Data Analytics
Page,viewed,50730,25/02/21 09:06, Case study Data Analytics
System,completed,50730,25/02/21 09:06, Data Analytics Introduction slides
Page,viewed,50730,25/02/21 09:06, Data Analytics Introduction slides
Quiz,viewed,67256,25/02/21 09:05, Test Safe Exam Browser
Page,viewed,50730,25/02/21 09:05, Case study Data Analytics
Quiz,viewed,67256,25/02/21 09:04, Test Safe Exam Browser
Quiz,viewed,67256,25/02/21 09:03, Test Safe Exam Browser
URL,viewed,50730,25/02/21 08:58, Pentaho Data Integration tool
URL,viewed,50730,25/02/21 08:57, Pentaho Data Integration tool
Page,viewed,50730,25/02/21 08:56, Case study Data Analytics
URL,viewed,50730,25/02/21 08:56, Pentaho Data Integration tool
System,completed,50730,25/02/21 08:56, Data Analytics Introduction
Page,viewed,52798,25/02/21 08:55, Case study Data Analytics
Page,viewed,37205,25/02/21 08:53, Case study Data Analytics
System,completed,37205,25/02/21 08:53, Data Analytics Introduction slides
Page,viewed,37205,25/02/21 08:53, Data Analytics Introduction slides
System,completed,37205,25/02/21 08:53, Data Analytics Introduction
Page,viewed,37389,25/02/21 08:50, JIGSAW Machine Learning
System,completed,52798,25/02/21 08:49, Data Analytics Introduction slides
Page,viewed,52798,25/02/21 08:49, Data Analytics Introduction slides
Page,viewed,52700,25/02/21 08:48, JIGSAW Machine Learning
Page,viewed,58769,25/02/21 08:47, Case study Data Analytics
H5P,viewed,50730,25/02/21 08:46, Data Analytics Introduction
Quiz,viewed,50730,25/02/21 08:46, Test Safe Exam Browser
Quiz,viewed,50730,25/02/21 08:45, Test Safe Exam Browser
Page,viewed,58769,25/02/21 08:45, Case study Data Analytics
Assignment,viewed,52700,25/02/21 08:45, Data Analytics assignment
System,completed,52700,25/02/21 08:45, Data Analytics assignment
System,completed,52700,25/02/21 08:45, Case study Data Analytics
System,completed,58769,25/02/21 08:45, Data Analytics Introduction slides
Page,viewed,58769,25/02/21 08:45, Data Analytics Introduction slides
H5P,viewed,37389,25/02/21 08:44, Data Analytics Introduction
System,completed,58769,25/02/21 08:44, Data Analytics Introduction
System,completed,52798,25/02/21 08:42, Data Analytics Introduction
Page,viewed,55138,25/02/21 08:37, Case study Data Analytics
H5P,viewed,28095,25/02/21 08:34, Data Analytics Introduction
System,completed,28095,25/02/21 08:34, Data Analytics Introduction
System,completed,50496,25/02/21 08:34, Data Analytics Introduction slides
Page,viewed,50496,25/02/21 08:34, Data Analytics Introduction slides
System,completed,50496,25/02/21 08:34, Data Analytics Introduction
Page,viewed,49695,25/02/21 08:34, Case study Data Analytics
System,completed,49695,25/02/21 08:33, Data Analytics Introduction slides
Page,viewed,49695,25/02/21 08:33, Data Analytics Introduction slides
System,completed,49695,25/02/21 08:33, Data Analytics Introduction
Page,viewed,5359,25/02/21 08:33, JIGSAW Machine Learning
H5P,viewed,50730,25/02/21 08:32, Data Analytics Introduction
Quiz,viewed,50730,25/02/21 08:32, Test Safe Exam Browser
Assignment,viewed,5359,25/02/21 08:31, Data Analytics assignment
Page,viewed,5359,25/02/21 08:31, Case study Data Analytics
Quiz,viewed,50730,25/02/21 08:31, Test Safe Exam Browser
System,completed,55138,25/02/21 08:30, Data Analytics Introduction
Assignment,viewed,5359,25/02/21 08:30, Data Analytics assignment
System,completed,5359,25/02/21 08:30, Data Analytics assignment
Page,viewed,49695,25/02/21 08:30, Case study Data Analytics
System,completed,5359,25/02/21 08:30, Data Analytics Introduction slides
Page,viewed,5359,25/02/21 08:30, Data Analytics Introduction slides
System,completed,5359,25/02/21 08:30, Case study Data Analytics
System,completed,5359,25/02/21 08:29, Data Analytics Introduction
H5P,viewed,52798,25/02/21 08:29, Data Analytics Introduction
H5P,viewed,50730,25/02/21 08:29, Data Analytics Introduction
System,completed,50730,25/02/21 08:29, Data Analytics Introduction
System,completed,52700,25/02/21 08:28, Data Analytics Introduction slides
Page,viewed,52700,25/02/21 08:28, Data Analytics Introduction slides
System,completed,52700,25/02/21 08:28, Data Analytics Introduction
H5P,viewed,52798,25/02/21 08:28, Data Analytics Introduction
System,completed,52798,25/02/21 08:28, Data Analytics Introduction
Page,viewed,28056,25/02/21 08:27, JIGSAW Machine Learning
Page,viewed,28056,25/02/21 08:27, Case study Data Analytics
System,completed,28056,25/02/21 08:27, Data Analytics Introduction slides
Page,viewed,28056,25/02/21 08:27, Data Analytics Introduction slides
H5P,viewed,28056,25/02/21 08:26, Data Analytics Introduction
System,completed,28056,25/02/21 08:26, Data Analytics Introduction
H5P,viewed,5359,25/02/21 08:26, Data Analytics Introduction
Quiz,viewed,5359,25/02/21 08:25, Test Safe Exam Browser
Quiz,viewed,5359,25/02/21 08:24, Test Safe Exam Browser
H5P,viewed,50496,25/02/21 08:23, Data Analytics Introduction
Quiz,viewed,50730,25/02/21 08:23, Test Safe Exam Browser
H5P,viewed,55138,25/02/21 08:22, Data Analytics Introduction
System,completed,55138,25/02/21 08:22, Data Analytics Introduction
Page,viewed,55138,25/02/21 08:22, Case study Data Analytics
Quiz,viewed,52798,25/02/21 08:21, Test Safe Exam Browser
H5P,viewed,50496,25/02/21 08:21, Data Analytics Introduction
H5P,viewed,37205,25/02/21 08:21, Data Analytics Introduction
Quiz,viewed,52798,25/02/21 08:20, Test Safe Exam Browser
H5P,viewed,52700,25/02/21 08:19, Data Analytics Introduction
Quiz,viewed,67190,25/02/21 08:18, Test Safe Exam Browser
H5P,viewed,28056,25/02/21 08:18, Data Analytics Introduction
Quiz,viewed,67190,25/02/21 08:17, Test Safe Exam Browser
Quiz,viewed,37389,25/02/21 08:16, Test Safe Exam Browser
Quiz,viewed,55138,25/02/21 08:16, Test Safe Exam Browser
Quiz,viewed,58743,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,52798,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,55138,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,28095,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,37205,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,52700,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,67190,25/02/21 08:15, Test Safe Exam Browser
Quiz,viewed,52700,25/02/21 08:14, Test Safe Exam Browser
Quiz,viewed,37389,25/02/21 08:14, Test Safe Exam Browser
Quiz,viewed,67190,25/02/21 08:14, Test Safe Exam Browser
System,completed,67190,25/02/21 08:14, Test Safe Exam Browser
Quiz,viewed,37205,25/02/21 08:14, Test Safe Exam Browser
H5P,viewed,58769,25/02/21 08:14, Data Analytics Introduction
System,completed,58769,25/02/21 08:14, Data Analytics Introduction
Quiz,viewed,67108,25/02/21 08:14, Test Safe Exam Browser
Quiz,viewed,67183,25/02/21 08:14, Test Safe Exam Browser
Quiz,viewed,52798,25/02/21 08:14, Test Safe Exam Browser
Quiz,viewed,28056,25/02/21 08:13, Test Safe Exam Browser
Quiz,viewed,37389,25/02/21 08:13, Test Safe Exam Browser
Quiz,viewed,58743,25/02/21 08:13, Test Safe Exam Browser
Quiz,viewed,67152,25/02/21 08:13, Test Safe Exam Browser
Quiz,viewed,67108,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,67152,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,58769,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,52700,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,67183,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,67191,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,49695,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,58743,25/02/21 08:12, Test Safe Exam Browser
Quiz,viewed,67152,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,50730,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,67191,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,52798,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,49695,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,28056,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,58743,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,67052,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,28095,25/02/21 08:11, Test Safe Exam Browser
Quiz,viewed,5359,25/02/21 08:10, Test Safe Exam Browser
Quiz,viewed,49695,25/02/21 08:10, Test Safe Exam Browser
Quiz,viewed,67052,25/02/21 08:10, Test Safe Exam Browser
Quiz,viewed,67191,25/02/21 08:10, Test Safe Exam Browser
URL,viewed,52700,25/02/21 08:09, Lab 4 - Data Integration - mindmap
URL,viewed,52700,25/02/21 08:08, Lab 5 - Data Integration - mindmap
H5P,viewed,50496,25/02/21 08:06, Data Analytics Introduction
System,completed,50496,25/02/21 08:06, Data Analytics Introduction
H5P,viewed,5359,25/02/21 08:06, Data Analytics Introduction
System,completed,5359,25/02/21 08:06, Data Analytics Introduction
H5P,viewed,52700,25/02/21 08:04, Data Analytics Introduction
System,completed,52700,25/02/21 08:04, Data Analytics Introduction
URL,viewed,28095,25/02/21 08:04, Weka Machine Learning tool
Page,viewed,37389,25/02/21 08:04, Case study Data Analytics
Assignment,viewed,37389,25/02/21 08:04, Data Analytics assignment
System,completed,37389,25/02/21 08:04, Data Analytics assignment
Page,viewed,49695,25/02/21 08:03, Case study Data Analytics
H5P,viewed,49695,25/02/21 08:03, Data Analytics Introduction
System,completed,49695,25/02/21 08:03, Data Analytics Introduction
H5P,viewed,37205,25/02/21 08:00, Data Analytics Introduction
System,completed,37205,25/02/21 08:00, Data Analytics Introduction
Page,viewed,58743,25/02/21 07:30, Data Analytics Introduction slides
Page,viewed,58743,25/02/21 07:29, Data Intelligence Introduction slides
Page,viewed,58743,25/02/21 07:29, Data Integration Introductions - slides
Page,viewed,58743,25/02/21 07:29, Fundamental Concept slides
Page,viewed,58743,25/02/21 07:29, Course Presentation slides
Page,viewed,58743,25/02/21 07:26, JIGSAW Machine Learning
Page,viewed,58743,25/02/21 07:25, Case study Data Analytics
System,completed,58743,25/02/21 07:25, Data Analytics Introduction slides
Page,viewed,58743,25/02/21 07:25, Data Analytics Introduction slides
System,completed,58743,25/02/21 07:25, Data Analytics Introduction
H5P,viewed,58743,25/02/21 07:21, Data Analytics Introduction
Page,viewed,58743,25/02/21 06:14, Case study Data Analytics
Assignment,viewed,67183,25/02/21 02:56, ETL for the datamart
System,completed,67183,25/02/21 02:56, ETL for the datamart
Assignment,viewed,67183,25/02/21 02:55, ETL for the datamart
Assignment,viewed,67183,25/02/21 02:45, ETL for the datamart
Assignment,viewed,67108,25/02/21 01:51, Data Analytics assignment
System,completed,67108,25/02/21 01:51, Data Analytics assignment
Assignment,viewed,67108,25/02/21 01:44, Data Analytics assignment
Page,viewed,67108,25/02/21 01:31, Data Analytics Introduction slides
Assignment,viewed,67152,25/02/21 01:30, Data Analytics assignment
System,completed,67152,25/02/21 01:30, Data Analytics assignment
Assignment,viewed,67152,25/02/21 01:29, Data Analytics assignment
Assignment,viewed,67152,25/02/21 01:27, Data Analytics assignment
Assignment,viewed,67152,25/02/21 01:26, Data Analytics assignment
Page,viewed,67108,25/02/21 01:13, Data Analytics Introduction slides
Page,viewed,67108,25/02/21 01:12, Case study Data Analytics
Assignment,viewed,67108,25/02/21 01:12, Data Analytics assignment
Page,viewed,67108,25/02/21 01:12, JIGSAW Machine Learning
Page,viewed,67108,25/02/21 00:52, Case study Data Analytics
Page,viewed,67183,25/02/21 00:47, Case study
Assignment,viewed,67183,25/02/21 00:47, ETL for the datamart
Assignment,viewed,67108,25/02/21 00:45, Data Analytics assignment
System,completed,67108,25/02/21 00:45, Data Analytics assignment
System,completed,67108,25/02/21 00:45, Case study Data Analytics
Page,viewed,67108,25/02/21 00:45, Case study Data Analytics
Page,viewed,67108,25/02/21 00:39, Case study Data Analytics
H5P,viewed,58743,24/02/21 23:11, Data Analytics Introduction
System,completed,58743,24/02/21 23:11, Data Analytics Introduction
Page,viewed,58743,24/02/21 23:11, JIGSAW Machine Learning
Page,viewed,67152,24/02/21 22:58, Guide to implement Business Intelligence
Page,viewed,67152,24/02/21 22:58, Case study
H5P,viewed,67183,24/02/21 22:20, Lab 4 - Data Integration
Page,viewed,67183,24/02/21 22:20, Guide to implement Business Intelligence
H5P,viewed,67152,24/02/21 21:24, Data Analytics Introduction
Page,viewed,67152,24/02/21 21:24, Case study
Page,viewed,67152,24/02/21 21:24, Guide to implement Business Intelligence
Page,viewed,67152,24/02/21 21:24, Data Intelligence Introduction slides
Page,viewed,67152,24/02/21 20:55, Data Intelligence Introduction slides
H5P,viewed,67152,24/02/21 20:54, Data Intelligence Introduction
Page,viewed,67152,24/02/21 20:54, Data Integration Introductions - slides
Page,viewed,67152,24/02/21 20:53, Data Intelligence Introduction slides
Page,viewed,67152,24/02/21 20:52, Guide to implement Business Intelligence
H5P,viewed,67152,24/02/21 20:51, Data Integration Introduction
H5P,viewed,67152,24/02/21 20:51, Lab 1 - Data Integration
Page,viewed,67152,24/02/21 20:51, Data Integration Introductions - slides
H5P,viewed,67152,24/02/21 20:37, Data Integration Introduction
Page,viewed,67152,24/02/21 20:35, Fundamental Concept slides
H5P,viewed,67152,24/02/21 20:18, Fundamental Concepts
Page,viewed,67152,24/02/21 20:11, Fundamental Concept slides
H5P,viewed,67152,24/02/21 20:10, Fundamental Concepts
H5P,viewed,67152,24/02/21 20:06, Course Presentation
Assignment,viewed,67152,24/02/21 19:45, Data Analytics assignment
Assignment,viewed,67256,24/02/21 19:38, Data Analytics assignment
System,completed,67256,24/02/21 19:38, Data Analytics assignment
Assignment,viewed,67256,24/02/21 19:25, Data Analytics assignment
Assignment,viewed,67256,24/02/21 19:24, Data Analytics assignment
Page,viewed,67190,24/02/21 18:25, JIGSAW Machine Learning
Page,viewed,67190,24/02/21 17:06, Guide to implement Business Intelligence
Page,viewed,67190,24/02/21 17:06, Case study
URL,viewed,67183,24/02/21 16:45, Lab 5 - Data Integration - mindmap
URL,viewed,67183,24/02/21 16:44, Lab 4 - Data Integration - mindmap
URL,viewed,67183,24/02/21 16:44, Lab 3 - Data Integration - mindmap
URL,viewed,67183,24/02/21 16:44, Lab 2 - Data Integration - mindmap
URL,viewed,67183,24/02/21 16:44, Lab 1 - Data Integration - mindmap
H5P,viewed,67183,24/02/21 16:44, Lab 2 - Data Integration
H5P,viewed,67183,24/02/21 16:44, Lab 1 - Data Integration
H5P,viewed,67183,24/02/21 16:44, Data Intelligence Introduction
H5P,viewed,67256,24/02/21 16:05, Data Analytics Introduction
Page,viewed,67256,24/02/21 16:02, Guide to implement Business Intelligence
Assignment,viewed,67152,24/02/21 14:59, Data Analytics assignment
H5P,viewed,67256,24/02/21 14:27, Data Intelligence Introduction
Assignment,viewed,67152,24/02/21 13:57, Data Analytics assignment
Page,viewed,67183,24/02/21 13:54, Case study
Page,viewed,67183,24/02/21 13:39, Case study
Assignment,viewed,67183,24/02/21 13:35, ETL for the datamart
H5P,viewed,67183,24/02/21 13:35, Data Intelligence Introduction
H5P,viewed,67190,24/02/21 13:25, Lab 2 - Data Integration
Page,viewed,67183,24/02/21 10:41, Case study Data Analytics
H5P,viewed,67256,24/02/21 10:24, Lab 1 - Data Integration
H5P,viewed,67256,24/02/21 10:07, Data Integration Introduction
H5P,viewed,67256,24/02/21 09:41, Fundamental Concepts
H5P,viewed,67256,24/02/21 09:28, Course Presentation
Page,viewed,67256,24/02/21 07:23, Case study Data Analytics
Assignment,viewed,67256,24/02/21 07:23, Data Analytics assignment
Page,viewed,67152,24/02/21 01:15, Case study Data Analytics
Page,viewed,67152,24/02/21 01:05, Case study Data Analytics
Assignment,viewed,67152,24/02/21 01:04, Data Analytics assignment
Page,viewed,67183,24/02/21 00:37, Case study
Page,viewed,67183,24/02/21 00:37, Guide to implement Business Intelligence
Page,viewed,67183,24/02/21 00:36, Data Intelligence Introduction slides
Page,viewed,67183,24/02/21 00:22, Data Intelligence Introduction slides
Page,viewed,67183,24/02/21 00:22, Guide to implement Business Intelligence
Page,viewed,67183,24/02/21 00:22, Case study
Page,viewed,67183,23/02/21 19:16, Case study Data Analytics
Assignment,viewed,67239,23/02/21 17:35, Data Analytics assignment
URL,viewed,67183,23/02/21 16:26, Lab 3 - Data Integration - mindmap
URL,viewed,67183,23/02/21 16:25, Lab 4 - Data Integration - mindmap
Page,viewed,67183,23/02/21 14:40, JIGSAW Machine Learning
Page,viewed,67183,23/02/21 14:39, Data Analytics Introduction slides
Page,viewed,67183,23/02/21 14:39, Case study Data Analytics
Page,viewed,67183,23/02/21 14:24, Case study Data Analytics
Page,viewed,67183,23/02/21 14:10, JIGSAW Machine Learning
Page,viewed,67183,23/02/21 13:04, Data Analytics Introduction slides
Page,viewed,67183,23/02/21 13:03, Guide to implement Business Intelligence
Page,viewed,67190,23/02/21 13:02, JIGSAW Machine Learning
Page,viewed,67190,23/02/21 13:02, Guide to implement Business Intelligence
Page,viewed,67190,23/02/21 12:43, Data Intelligence Introduction slides
System,completed,67190,23/02/21 12:43, Lab 5 - Data Integration - mindmap
URL,viewed,67190,23/02/21 12:43, Lab 5 - Data Integration - mindmap
System,completed,67190,23/02/21 12:41, Lab5 - Data Integration
H5P,viewed,67190,23/02/21 12:35, Lab5 - Data Integration
URL,viewed,67183,23/02/21 12:33, Lab 1 - Data Integration - mindmap
URL,viewed,67183,23/02/21 12:17, Lab 1 - Data Integration - mindmap
Page,viewed,67183,23/02/21 12:03, Data Integration Introductions - slides
H5P,viewed,67190,23/02/21 11:54, Lab 3 - Data Integration
URL,viewed,67190,23/02/21 11:54, Lab 2 - Data Integration - mindmap
Page,viewed,67183,23/02/21 11:48, Data Integration Introductions - slides
Page,viewed,67183,23/02/21 11:47, Data Integration Introductions - slides
Page,viewed,67183,23/02/21 11:47, Fundamental Concept slides
Page,viewed,67183,23/02/21 11:47, Course Presentation slides
H5P,viewed,67190,23/02/21 11:38, Data Integration Introduction
H5P,viewed,67190,23/02/21 11:33, Lab 1 - Data Integration
Page,viewed,67190,23/02/21 11:29, Data Integration Introductions - slides
URL,viewed,67183,23/02/21 10:55, Lab 1 - Data Integration - mindmap
Page,viewed,67183,23/02/21 10:54, Data Integration Introductions - slides
Page,viewed,67183,23/02/21 10:54, Fundamental Concept slides
Page,viewed,67183,23/02/21 10:54, Course Presentation slides
Page,viewed,67190,23/02/21 10:35, Fundamental Concept slides
Page,viewed,67152,23/02/21 02:32, Case study Data Analytics
Assignment,viewed,67152,23/02/21 02:32, Data Analytics assignment
Assignment,viewed,67191,23/02/21 01:00, Data Analytics assignment
System,completed,67191,23/02/21 01:00, Data Analytics assignment
Assignment,viewed,67052,23/02/21 01:00, Data Analytics assignment
System,completed,67052,23/02/21 01:00, Data Analytics assignment
Assignment,viewed,67052,23/02/21 00:59, Data Analytics assignment
Assignment,viewed,67191,23/02/21 00:59, Data Analytics assignment
Page,viewed,67052,23/02/21 00:14, Case study Data Analytics
Page,viewed,67052,22/02/21 23:30, Case study Data Analytics
Assignment,viewed,67191,22/02/21 23:19, Data Analytics assignment
Assignment,viewed,67052,22/02/21 22:58, Data Analytics assignment
H5P,viewed,67183,22/02/21 21:41, Data Analytics Introduction
Page,viewed,67191,22/02/21 21:04, Case study Data Analytics
Assignment,viewed,67191,22/02/21 21:04, Data Analytics assignment
Page,viewed,67191,22/02/21 20:47, Case study Data Analytics
Assignment,viewed,67191,22/02/21 20:47, Data Analytics assignment
Page,viewed,67052,22/02/21 20:45, JIGSAW Machine Learning
H5P,viewed,67052,22/02/21 20:35, Data Analytics Introduction
Page,viewed,67052,22/02/21 20:35, Case study Data Analytics
Assignment,viewed,67052,22/02/21 20:35, Data Analytics assignment
System,completed,67052,22/02/21 20:35, Data Analytics assignment
Assignment,viewed,67239,22/02/21 20:32, Data Analytics assignment
System,completed,67239,22/02/21 20:32, Data Analytics assignment
Assignment,viewed,67239,22/02/21 20:31, Data Analytics assignment
Assignment,viewed,67239,22/02/21 20:29, Data Analytics assignment
Page,viewed,67239,22/02/21 20:13, Data Analytics Introduction slides
Page,viewed,67239,22/02/21 19:36, Case study Data Analytics
Assignment,viewed,67239,22/02/21 19:31, Data Analytics assignment
System,completed,67239,22/02/21 19:31, Data Analytics assignment
System,completed,67239,22/02/21 19:31, Case study Data Analytics
Page,viewed,67239,22/02/21 19:31, Case study Data Analytics
H5P,viewed,67108,22/02/21 18:54, Data Intelligence Introduction
Page,viewed,67239,22/02/21 18:25, Case study Data Analytics
Page,viewed,67256,22/02/21 17:45, Case study Data Analytics
Assignment,viewed,67256,22/02/21 17:45, Data Analytics assignment
Page,viewed,67256,22/02/21 17:44, Data Analytics Introduction slides
Page,viewed,37389,22/02/21 17:04, JIGSAW Machine Learning
Page,viewed,37389,22/02/21 17:01, Case study Data Analytics
System,completed,37389,22/02/21 17:01, Case study Data Analytics
Page,viewed,37389,22/02/21 16:45, Case study Data Analytics
Page,viewed,37389,22/02/21 16:44, Case study Data Analytics
System,completed,37389,22/02/21 16:42, Data Analytics Introduction slides
Page,viewed,37389,22/02/21 16:42, Data Analytics Introduction slides
System,completed,37389,22/02/21 16:42, Data Analytics Introduction
H5P,viewed,37389,22/02/21 16:34, Data Analytics Introduction
System,completed,37389,22/02/21 16:34, Data Analytics Introduction
Page,viewed,67183,22/02/21 12:34, JIGSAW Machine Learning
Page,viewed,67183,22/02/21 11:16, Case study Data Analytics
Assignment,viewed,67183,22/02/21 11:16, Data Analytics assignment
Page,viewed,67183,22/02/21 11:14, Data Analytics Introduction slides
Page,viewed,67256,22/02/21 11:10, Case study Data Analytics
H5P,viewed,67256,22/02/21 11:08, Data Analytics Introduction
Page,viewed,67256,22/02/21 11:07, Case study Data Analytics
Assignment,viewed,67256,22/02/21 11:07, Data Analytics assignment
System,completed,67256,22/02/21 11:07, Data Analytics assignment
System,completed,67256,22/02/21 11:07, Case study Data Analytics
Page,viewed,67256,22/02/21 10:50, JIGSAW Machine Learning
Page,viewed,67256,22/02/21 10:31, Case study Data Analytics
System,completed,67256,22/02/21 10:24, Data Analytics Introduction slides
Page,viewed,67256,22/02/21 10:24, Data Analytics Introduction slides
System,completed,67256,22/02/21 10:24, Data Analytics Introduction
H5P,viewed,67256,22/02/21 09:37, Data Analytics Introduction
Page,viewed,67256,22/02/21 09:36, JIGSAW Machine Learning
H5P,viewed,67256,22/02/21 09:36, Data Analytics Introduction
System,completed,67256,22/02/21 09:36, Data Analytics Introduction
H5P,viewed,67239,22/02/21 09:08, Data Analytics Introduction
Page,viewed,67239,22/02/21 09:08, Case study Data Analytics
System,completed,67183,22/02/21 01:08, Data Intelligence Introduction slides
Page,viewed,67183,22/02/21 01:08, Data Intelligence Introduction slides
System,completed,67183,22/02/21 01:08, Data Intelligence Introduction
H5P,viewed,67183,22/02/21 00:59, Data Intelligence Introduction
Page,viewed,67183,22/02/21 00:42, Case study
Assignment,viewed,67183,22/02/21 00:41, ETL for the datamart
System,completed,67183,22/02/21 00:41, ETL for the datamart
System,completed,67183,22/02/21 00:40, Weka Machine Learning tool
System,completed,67183,22/02/21 00:40,  Netbeans Java EE
System,completed,67183,22/02/21 00:40, Pentaho Data Integration tool
H5P,viewed,67183,22/02/21 00:40, Data Intelligence Introduction
System,completed,67183,22/02/21 00:40, Data Intelligence Introduction
Page,viewed,67183,22/02/21 00:40, Case study Data Analytics
Assignment,viewed,67183,22/02/21 00:39, Data Analytics assignment
Assignment,viewed,67183,21/02/21 20:55, Data Analytics assignment
System,completed,67183,21/02/21 20:55, Data Analytics assignment
System,completed,67183,21/02/21 20:55, Case study Data Analytics
Page,viewed,67183,21/02/21 20:55, Case study Data Analytics
Page,viewed,67183,21/02/21 20:54, Case study Data Analytics
System,completed,67183,21/02/21 20:54, Data Analytics Introduction slides
Page,viewed,67183,21/02/21 20:54, Data Analytics Introduction slides
H5P,viewed,67183,21/02/21 20:54, Data Analytics Introduction
System,completed,67183,21/02/21 20:54, Data Analytics Introduction
H5P,viewed,67183,21/02/21 20:44, Data Analytics Introduction
Page,viewed,67183,21/02/21 20:44, JIGSAW Machine Learning
H5P,viewed,67183,21/02/21 20:43, Data Analytics Introduction
System,completed,67183,21/02/21 20:43, Data Analytics Introduction
H5P,viewed,67183,21/02/21 17:59, Lab 1 - Data Integration
Page,viewed,67183,21/02/21 17:59, Data Integration Introductions - slides
H5P,viewed,67183,21/02/21 17:59, Data Integration Introduction
H5P,viewed,67183,21/02/21 17:57, Lab 4 - Data Integration
Page,viewed,67108,21/02/21 16:49, JIGSAW Machine Learning
Page,viewed,67108,21/02/21 16:41, Case study Data Analytics
Page,viewed,67108,21/02/21 16:40, Case study Data Analytics
Assignment,viewed,37205,21/02/21 15:36, ETL for the datamart
H5P,viewed,67183,21/02/21 13:21, Lab 4 - Data Integration
URL,viewed,67183,21/02/21 13:08, Lab 4 - Data Integration - mindmap
URL,viewed,67183,21/02/21 11:50, Lab 3 - Data Integration - mindmap
URL,viewed,67183,21/02/21 11:26, Lab 2 - Data Integration - mindmap
URL,viewed,67183,21/02/21 11:04, Lab 1 - Data Integration - mindmap
H5P,viewed,67183,21/02/21 11:04, Lab 1 - Data Integration
Page,viewed,67183,21/02/21 11:04, Data Integration Introductions - slides
H5P,viewed,67183,21/02/21 11:04, Data Integration Introduction
Page,viewed,67108,20/02/21 23:27, Case study Data Analytics
System,completed,67108,20/02/21 23:27, Data Analytics Introduction slides
Page,viewed,67108,20/02/21 23:27, Data Analytics Introduction slides
System,completed,67108,20/02/21 23:27, Data Analytics Introduction
Page,viewed,67191,20/02/21 23:20, JIGSAW Machine Learning
Page,viewed,67191,20/02/21 23:20, Case study Data Analytics
Assignment,viewed,67191,20/02/21 23:20, Data Analytics assignment
H5P,viewed,67108,20/02/21 23:20, Data Analytics Introduction
System,completed,67108,20/02/21 23:20, Data Analytics Introduction
Page,viewed,58743,20/02/21 20:54, Case study
Page,viewed,67190,20/02/21 17:45, Case study Data Analytics
Assignment,viewed,67190,20/02/21 17:45, Data Analytics assignment
Page,viewed,67152,20/02/21 17:18, JIGSAW Machine Learning
Page,viewed,67152,20/02/21 17:16, Case study Data Analytics
